DIA,HORA,HORIZONTE,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
803,15,T=4h,74.0923,3.9222,1.9288,0.0,0.0369,0.2,0.2319,0.0319
803,16,T=4h,71.1511,2.7734,1.6405,0.0,-0.0177,0.2,0.2208,0.0208
803,17,T=4h,65.452,1.4356,1.7122,0.0,-0.0106,0.2,0.218,0.018
803,18,T=4h,55.9796,0.0,1.6103,0.0,0.0039,0.2,0.2026,0.0026
803,19,T=4h,54.3129,0.0,1.4154,0.0,-0.003,0.2,0.2218,0.0218
803,20,T=4h,41.8979,0.0,1.3157,-0.0,-0.0108,0.2,0.2079,0.0079
803,21,T=4h,35.2912,0.0,1.259,0.0,0.0128,0.2,0.2271,0.0271
803,22,T=4h,27.3845,0.0,0.9566,0.2582,0.2135,0.4453,0.3951,0.0502
803,23,T=4h,23.2516,0.0,1.0658,0.3,0.2545,0.7303,0.6819,0.0484
804,0,T=4h,24.5012,0.0,1.1382,0.0,0.1902,0.3763,0.4806,0.1043
804,1,T=4h,17.8067,0.0,1.2352,0.3,-0.058,0.6613,0.4053,0.256
804,2,T=4h,23.6967,0.0,0.9441,0.0,-0.0616,0.6613,0.3697,0.2916
804,3,T=4h,29.1898,0.0,1.0876,0.0,0.1738,0.6613,0.5581,0.1032
804,4,T=4h,29.8566,0.0,1.5103,0.0,0.2028,0.6613,0.6907,0.0294
804,5,T=4h,33.0036,0.0,1.0768,0.0,-0.1768,0.6613,0.5018,0.1595
804,6,T=4h,37.11,0.0,1.4873,0.2513,0.1551,0.9,0.7481,0.1519
804,7,T=4h,41.2356,1.6025,1.6518,0.0,0.0245,0.9,0.6701,0.2299
804,8,T=4h,61.367,3.0957,1.7235,-0.5,0.0628,0.3737,0.7811,0.4074
804,9,T=4h,58.8138,4.378,2.0907,0.3,0.1827,0.6587,0.8339,0.1752
804,10,T=4h,66.5072,5.3619,2.0044,0.0712,-0.1377,0.7263,0.7952,0.0689
804,11,T=4h,75.9357,5.9805,1.9249,0.0,0.0192,0.7263,0.7291,0.0028
804,12,T=4h,79.9856,6.1914,1.9048,-0.0,-0.4897,0.7263,0.258,0.4683
804,13,T=4h,85.8723,5.9805,2.0252,-0.5,0.0368,0.2,0.3334,0.1334
804,14,T=4h,80.673,5.3619,2.1079,0.0,-0.1056,0.2,0.2071,0.0071
804,15,T=4h,75.3461,4.378,1.8743,0.0,-0.0755,0.2,0.1635,0.0365
804,16,T=4h,70.7719,3.0957,1.7298,0.0,0.0246,0.2,0.1833,0.0167
804,17,T=4h,59.7079,1.6025,1.5251,0.0,0.02,0.2,0.2188,0.0188
804,18,T=4h,64.3945,0.0,1.5561,0.0,0.0152,0.2,0.1795,0.0205
804,19,T=4h,54.4467,0.0,1.4184,0.0,-0.0104,0.2,0.2195,0.0195
804,20,T=4h,44.2146,0.0,1.1414,-0.0,0.0221,0.2,0.1832,0.0168
804,21,T=4h,41.5173,0.0,1.3004,0.0,-0.026,0.2,0.1989,0.0011
804,22,T=4h,33.733,0.0,1.3229,0.0,0.0359,0.2,0.2578,0.0578
804,23,T=4h,26.6388,0.0,1.0244,0.1856,0.1871,0.3763,0.312,0.0643
805,0,T=4h,23.1387,0.0,1.1408,0.0,-0.0193,0.3988,0.3706,0.0282
805,1,T=4h,22.1901,0.0,1.103,0.0,0.1031,0.3988,0.487,0.0882
805,2,T=4h,21.1942,0.0,1.1969,0.0,0.0549,0.3988,0.5552,0.1564
805,3,T=4h,23.564,0.0,1.082,0.3,0.1494,0.6838,0.6965,0.0127
805,4,T=4h,39.5666,0.0,1.3473,0.0,0.0254,0.6838,0.7232,0.0394
805,5,T=4h,40.5603,0.0,1.545,0.0,-0.0894,0.6838,0.6307,0.0531
805,6,T=4h,42.9591,0.0,1.4685,0.2276,0.1097,0.9,0.714,0.186
805,7,T=4h,57.8822,1.596,1.8357,0.0,0.0242,0.9,0.7399,0.1601
805,8,T=4h,62.905,3.0832,1.6996,-0.165,0.0663,0.7263,0.7748,0.0485
805,9,T=4h,68.9314,4.3603,1.9246,-0.0,0.0196,0.7263,0.8384,0.1121
805,10,T=4h,78.0454,5.3403,1.7811,-0.5,-0.2181,0.2,0.6017,0.4017
805,11,T=4h,67.471,5.9563,2.1033,0.0,-0.3603,0.2,0.2138,0.0138
805,12,T=4h,72.5819,6.1664,2.1838,0.0,0.0101,0.2,0.2261,0.0261
805,13,T=4h,85.1835,5.9563,1.9792,0.0,-0.0093,0.2,0.2233,0.0233
805,14,T=4h,76.9857,5.3403,1.7334,0.0,-0.0038,0.2,0.2121,0.0121
805,15,T=4h,71.7549,4.3603,1.8591,0.0,-0.0047,0.2,0.1937,0.0063
805,16,T=4h,62.4727,3.0832,1.6173,0.0,-0.0171,0.2,0.1951,0.0049
805,17,T=4h,61.7462,1.596,1.6432,0.0,-0.0001,0.2,0.1894,0.0106
805,18,T=4h,54.6392,0.0,1.6253,0.0,0.0086,0.2,0.1989,0.0011
805,19,T=4h,51.3032,0.0,1.4414,0.0,0.0009,0.2,0.1651,0.0349
805,20,T=4h,39.5034,0.0,1.0172,-0.0,0.0033,0.2,0.2024,0.0024
805,21,T=4h,30.0929,0.0,1.0976,0.0,-0.0235,0.2,0.1554,0.0446
805,22,T=4h,27.4915,0.0,1.0979,0.0,0.0934,0.2,0.2304,0.0304
805,23,T=4h,26.5159,0.0,1.2249,0.2093,0.1436,0.3988,0.4279,0.0291
806,0,T=4h,22.3223,0.0,0.8201,0.3,0.1947,0.6967,0.5659,0.1308
806,1,T=4h,29.165,0.0,1.2128,0.0312,0.1654,0.7263,0.735,0.0087
806,2,T=4h,33.6942,0.0,0.8406,0.0,-0.0799,0.7263,0.6604,0.0659
806,3,T=4h,37.6173,0.0,1.1479,0.1828,0.136,0.9,0.7986,0.1014
806,4,T=4h,45.8094,0.0,1.1775,0.0,0.0386,0.9,0.8223,0.0777
806,5,T=4h,54.6807,0.0,1.2745,-0.165,-0.0769,0.7263,0.7423,0.016
806,6,T=4h,67.984,0.0,1.4742,-0.0,0.0616,0.7263,0.795,0.0687
806,7,T=4h,66.3568,1.4154,1.5795,-0.0,-0.0046,0.7263,0.8138,0.0875
806,8,T=4h,73.992,2.7343,1.9086,0.0,-0.1214,0.7263,0.6794,0.0469
806,9,T=4h,75.8741,3.8669,2.0528,-0.0,0.0059,0.7263,0.7088,0.0175
806,10,T=4h,85.1263,4.736,1.997,-0.5,-0.047,0.2,0.6383,0.4383
806,11,T=4h,81.0363,5.2823,1.9476,0.0,0.123,0.2,0.7558,0.5558
806,12,T=4h,82.5695,5.4686,2.0388,0.0,-0.5999,0.2,0.1273,0.0727
806,13,T=4h,62.1623,5.2823,2.1037,0.0,0.0453,0.2,0.1776,0.0224
806,14,T=4h,70.7212,4.736,2.0833,0.0,0.022,0.2,0.2074,0.0074
806,15,T=4h,56.4354,3.8669,1.9091,0.0,-0.0048,0.2,0.1945,0.0055
806,16,T=4h,50.0164,2.7343,1.9791,0.0,-0.0057,0.2,0.1992,0.0008
806,17,T=4h,43.7966,1.4154,1.5369,0.0,-0.0057,0.2,0.1739,0.0261
806,18,T=4h,37.0294,0.0,1.671,0.0,0.0103,0.2,0.2106,0.0106
806,19,T=4h,30.4657,0.0,1.4762,0.0,-0.0013,0.2,0.1861,0.0139
806,20,T=4h,22.446,0.0,1.1585,-0.0,0.0053,0.2,0.1953,0.0047
806,21,T=4h,21.3088,0.0,1.1813,0.0,0.0547,0.2,0.2372,0.0372
806,22,T=4h,19.7135,0.0,1.1122,0.0,0.0638,0.2,0.3242,0.1242
806,23,T=4h,13.8877,0.0,0.9957,0.2229,0.0481,0.4117,0.3698,0.0419
807,0,T=4h,18.6309,0.0,1.1649,0.0,0.172,0.3392,0.4598,0.1206
807,1,T=4h,19.075,0.0,0.9893,0.0,-0.1085,0.3392,0.3412,0.002
807,2,T=4h,18.4212,0.0,1.1194,0.0,-0.1214,0.3392,0.2365,0.1027
807,3,T=4h,19.9678,0.0,1.3164,0.3,0.2282,0.6242,0.447,0.1772
807,4,T=4h,32.1273,0.0,1.2355,0.1075,0.2305,0.7263,0.645,0.0813
807,5,T=4h,33.4668,0.0,1.4544,0.0,-0.0551,0.7263,0.5751,0.1512
807,6,T=4h,49.6475,0.0,1.6077,-0.0,0.1375,0.7263,0.7698,0.0435
807,7,T=4h,49.5842,1.4305,1.6687,0.0,0.0097,0.7263,0.7319,0.0056
807,8,T=4h,60.6556,2.7635,1.7785,0.0,-0.1539,0.7263,0.6029,0.1234
807,9,T=4h,63.0216,3.9081,2.0112,0.0,0.0939,0.7263,0.6253,0.101
807,10,T=4h,67.6223,4.7865,2.1929,0.0,-0.0593,0.7263,0.6224,0.1039
807,11,T=4h,76.3541,5.3386,1.9696,0.0,0.1889,0.7263,0.8002,0.0739
807,12,T=4h,83.7941,5.527,2.1861,-0.5,-0.3214,0.2,0.4288,0.2288
807,13,T=4h,79.6152,5.3386,1.7599,0.0,-0.2682,0.2,0.1876,0.0124
807,14,T=4h,81.0756,4.7865,2.0056,0.0,0.0618,0.2,0.218,0.018
807,15,T=4h,77.6397,3.9081,1.5264,0.0,-0.0368,0.2,0.2039,0.0039
807,16,T=4h,71.7251,2.7635,1.634,0.0,0.0118,0.2,0.204,0.004
807,17,T=4h,65.9302,1.4305,1.474,0.0,0.0084,0.2,0.1881,0.0119
807,18,T=4h,55.0256,0.0,1.7456,0.0,0.0033,0.2,0.1923,0.0077
807,19,T=4h,51.2624,0.0,1.3282,0.0,-0.0056,0.2,0.1846,0.0154
807,20,T=4h,46.1182,0.0,1.2427,0.0,0.0026,0.2,0.1988,0.0012
807,21,T=4h,37.3288,0.0,1.1134,0.0,0.0149,0.2,0.2088,0.0088
807,22,T=4h,30.4677,0.0,0.8501,0.0,0.0032,0.2,0.2198,0.0198
807,23,T=4h,27.5973,0.0,1.0601,0.1466,0.1135,0.3392,0.3015,0.0377
808,0,T=4h,26.1149,0.0,0.8777,-0.4212,-0.1667,0.2,0.4814,0.2814
808,1,T=4h,25.4521,0.0,1.2681,0.0,-0.059,0.2,0.4215,0.2215
808,2,T=4h,16.5298,0.0,1.1373,-0.0,-0.0849,0.2,0.3116,0.1116
808,3,T=4h,22.2542,0.0,1.3371,0.3,0.2082,0.485,0.5121,0.0271
808,4,T=4h,32.0249,0.0,1.3056,0.254,0.1455,0.7263,0.6647,0.0616
808,5,T=4h,34.783,0.0,1.4691,0.0,-0.0004,0.7263,0.6465,0.0798
808,6,T=4h,43.1802,0.0,1.6065,0.1828,0.1423,0.9,0.802,0.098
808,7,T=4h,47.7932,1.2809,1.8011,0.0,0.0103,0.9,0.8045,0.0955
808,8,T=4h,55.5189,2.4744,1.7451,-0.165,-0.0751,0.7263,0.7177,0.0086
808,9,T=4h,64.5048,3.4994,1.7186,0.0,0.0725,0.7263,0.795,0.0687
808,10,T=4h,73.0137,4.2858,1.9212,0.0,-0.0267,0.7263,0.7427,0.0164
808,11,T=4h,77.6544,4.7802,1.8828,-0.5,0.0129,0.2,0.7567,0.5567
808,12,T=4h,76.1371,4.9488,1.9097,0.0,-0.2008,0.2,0.5518,0.3518
808,13,T=4h,75.3468,4.7802,2.2312,0.0,-0.3068,0.2,0.2445,0.0445
808,14,T=4h,73.4713,4.2858,2.0264,0.0,-0.0478,0.2,0.1906,0.0094
808,15,T=4h,78.9543,3.4994,1.9401,0.0,0.0088,0.2,0.1965,0.0035
808,16,T=4h,78.3552,2.4744,1.9109,0.0,-0.0009,0.2,0.1991,0.0009
808,17,T=4h,65.0778,1.2809,1.722,-0.0,-0.008,0.2,0.1937,0.0063
808,18,T=4h,45.6815,0.0,1.7801,0.0,-0.0015,0.2,0.1924,0.0076
808,19,T=4h,50.4093,0.0,1.0564,0.0,-0.001,0.2,0.1886,0.0114
808,20,T=4h,45.1923,0.0,1.1004,0.0,-0.001,0.2,0.1975,0.0025
808,21,T=4h,30.818,0.0,1.0413,0.1667,0.0284,0.3583,0.2245,0.1338
808,22,T=4h,31.0289,0.0,0.8606,0.0,0.2129,0.3583,0.3996,0.0413
808,23,T=4h,27.4235,0.0,1.034,0.3,0.2506,0.6433,0.6803,0.037
809,0,T=4h,24.4612,0.0,1.1816,-0.1497,0.111,0.2,0.4525,0.2525
809,1,T=4h,17.9784,0.0,1.1529,0.0,-0.0696,0.2,0.3756,0.1756
809,2,T=4h,23.1922,0.0,1.1494,0.0,-0.013,0.2,0.3512,0.1512
809,3,T=4h,17.0748,0.0,1.2845,0.3,0.22,0.485,0.569,0.084
809,4,T=4h,29.8654,0.0,1.2753,0.254,0.2591,0.7263,0.7926,0.0663
809,5,T=4h,35.9762,0.0,1.3394,0.0,-0.2021,0.7263,0.59,0.1363
809,6,T=4h,39.3172,0.0,1.476,0.1828,0.1395,0.9,0.774,0.126
809,7,T=4h,49.9074,1.1807,1.725,0.0,0.0472,0.9,0.785,0.115
809,8,T=4h,55.6802,2.2809,1.7856,-0.165,-0.1265,0.7263,0.6636,0.0627
809,9,T=4h,61.8824,3.2256,1.5587,0.1828,-0.0302,0.9,0.6252,0.2748
809,10,T=4h,74.4088,3.9506,2.0654,0.0,-0.0202,0.9,0.6369,0.2631
809,11,T=4h,80.4652,4.4063,2.0708,-0.165,0.0743,0.7263,0.7177,0.0086
809,12,T=4h,81.1939,4.5617,2.0489,-0.5,0.0657,0.2,0.7485,0.5485
809,13,T=4h,78.2391,4.4063,2.1943,0.0,-0.2474,0.2,0.4973,0.2973
809,14,T=4h,76.1351,3.9506,1.8119,0.0,-0.0697,0.2,0.4074,0.2074
809,15,T=4h,73.9893,3.2256,1.6936,0.0,-0.1814,0.2,0.2094,0.0094
809,16,T=4h,69.8236,2.2809,1.8251,0.0,0.0036,0.2,0.2269,0.0269
809,17,T=4h,60.8906,1.1807,1.5159,0.0,-0.0254,0.2,0.192,0.008
809,18,T=4h,61.2897,0.0,1.75,0.0,0.0066,0.2,0.1943,0.0057
809,19,T=4h,48.4787,0.0,1.2666,0.0,-0.0026,0.2,0.1916,0.0084
809,20,T=4h,44.6092,0.0,1.1422,0.0,0.0063,0.2,0.2043,0.0043
809,21,T=4h,28.7877,0.0,1.086,0.0,0.0347,0.2,0.2307,0.0307
809,22,T=4h,25.5358,0.0,1.0224,0.1659,0.0723,0.3576,0.2799,0.0777
809,23,T=4h,27.108,0.0,0.9617,0.0,0.0652,0.3576,0.378,0.0204
810,0,T=4h,20.8462,0.0,0.6613,-0.0195,-0.2549,0.7263,0.436,0.2903
810,1,T=4h,24.8628,0.0,0.9338,-0.5,0.0158,0.2,0.4449,0.2449
810,2,T=4h,18.7266,0.0,0.728,0.0,-0.0765,0.2,0.3525,0.1525
810,3,T=4h,19.4954,0.0,1.2559,0.0,0.2222,0.2,0.5741,0.3741
810,4,T=4h,16.9259,0.0,1.2467,0.3,0.1573,0.485,0.7249,0.2399
810,5,T=4h,19.2822,0.0,1.5807,0.254,-0.0501,0.7263,0.6567,0.0696
810,6,T=4h,30.2799,0.0,1.4749,0.1828,0.1659,0.9,0.8301,0.0699
810,7,T=4h,43.4689,1.4578,1.6659,0.0,0.036,0.9,0.8227,0.0773
810,8,T=4h,50.7953,2.8162,1.7098,-0.5,-0.083,0.3737,0.7486,0.3749
810,9,T=4h,48.9015,3.9827,1.7225,0.3,0.0601,0.6587,0.824,0.1653
810,10,T=4h,57.2262,4.8778,1.872,0.0,0.011,0.6587,0.8431,0.1844
810,11,T=4h,67.8233,5.4404,1.8024,-0.4358,-0.2244,0.2,0.6222,0.4222
810,12,T=4h,62.2663,5.6324,2.0581,0.3,-0.0564,0.485,0.5388,0.0538
810,13,T=4h,74.8114,5.4404,1.9368,0.0,-0.2296,0.485,0.3134,0.1716
810,14,T=4h,80.4209,4.8778,1.918,-0.2708,-0.0766,0.2,0.2072,0.0072
810,15,T=4h,78.9733,3.9827,2.2771,0.0,0.0185,0.2,0.2229,0.0229
810,16,T=4h,70.6205,2.8162,1.6895,0.0,-0.0036,0.2,0.2186,0.0186
810,17,T=4h,67.3048,1.4578,1.6765,0.0,-0.0287,0.2,0.2137,0.0137
810,18,T=4h,63.6196,0.0,1.4919,0.0,0.0035,0.2,0.188,0.012
810,19,T=4h,62.4402,0.0,1.5442,0.0,-0.0004,0.2,0.2178,0.0178
810,20,T=4h,51.9434,0.0,1.2858,0.0,0.0013,0.2,0.2087,0.0087
810,21,T=4h,53.6927,0.0,1.1057,0.0,0.051,0.2,0.2671,0.0671
810,22,T=4h,34.4676,0.0,1.4109,0.3,0.235,0.485,0.451,0.034
810,23,T=4h,37.7693,0.0,0.8881,0.2756,0.2833,0.7468,0.7555,0.0087
811,0,T=4h,21.063,0.0,0.7686,0.3,-0.051,0.6094,0.3082,0.3012
811,1,T=4h,29.1402,0.0,1.2404,0.0,0.2594,0.6094,0.5601,0.0493
811,2,T=4h,27.509,0.0,1.2172,0.1231,-0.0137,0.7263,0.5388,0.1875
811,3,T=4h,40.4609,0.0,1.1936,0.1828,0.1924,0.9,0.7225,0.1775
811,4,T=4h,42.9564,0.0,0.823,0.0,0.016,0.9,0.7327,0.1673
811,5,T=4h,56.7122,0.0,1.3199,-0.165,-0.096,0.7263,0.6161,0.1102
811,6,T=4h,64.2484,0.0,1.7869,-0.0,0.1484,0.7263,0.7643,0.038
811,7,T=4h,66.9165,1.7168,1.701,0.0,0.0055,0.7263,0.7906,0.0643
811,8,T=4h,69.034,3.3166,1.5685,0.0,-0.0802,0.7263,0.7007,0.0256
811,9,T=4h,75.6591,4.6904,1.77,0.0,0.0337,0.7263,0.7656,0.0393
811,10,T=4h,79.4996,5.7445,1.8732,0.0,-0.2562,0.7263,0.4724,0.2539
811,11,T=4h,83.4314,6.4072,2.1523,-0.5,-0.442,0.2,0.0461,0.1539
811,12,T=4h,79.4439,6.6332,1.7737,0.0,0.0457,0.2,0.0813,0.1187
811,13,T=4h,76.6774,6.4072,2.1415,0.0,0.0042,0.2,0.075,0.125
811,14,T=4h,70.6158,5.7445,2.0515,0.0,0.1298,0.2,0.2046,0.0046
811,15,T=4h,65.9864,4.6904,2.1899,0.0,0.0085,0.2,0.2161,0.0161
811,16,T=4h,54.3241,3.3166,1.8299,0.0,-0.0277,0.2,0.2188,0.0188
811,17,T=4h,47.9603,1.7168,1.4435,0.0,-0.0123,0.2,0.1963,0.0037
811,18,T=4h,39.7731,0.0,1.4928,0.0,0.0042,0.2,0.1977,0.0023
811,19,T=4h,30.9714,0.0,1.2219,0.0,0.0049,0.2,0.199,0.001
811,20,T=4h,31.011,0.0,1.3083,0.0,0.0213,0.2,0.2032,0.0032
811,21,T=4h,26.7375,0.0,1.4079,0.0,0.0082,0.2,0.2014,0.0014
811,22,T=4h,25.2643,0.0,0.9383,0.0,-0.0188,0.2,0.1951,0.0049
811,23,T=4h,17.0669,0.0,1.1568,0.131,0.1631,0.3244,0.3627,0.0383
812,0,T=4h,30.3002,0.0,0.9279,-0.2078,-0.0604,0.2,0.386,0.186
812,1,T=4h,20.803,0.0,0.9194,0.3,-0.167,0.485,0.2037,0.2813
812,2,T=4h,29.1972,0.0,1.0847,-0.2707,0.0019,0.2,0.2016,0.0016
812,3,T=4h,21.3832,0.0,1.2484,0.0,0.0742,0.2,0.2437,0.0437
812,4,T=4h,22.0816,0.0,1.4916,0.0,0.1019,0.2,0.3563,0.1563
812,5,T=4h,25.2627,0.0,1.0771,0.0,-0.0114,0.2,0.3387,0.1387
