DIA,HORA,HORIZONTE,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
801,22,T=4h,42.6528,0.0,0.9988,0.2704,0.0287,0.4569,0.2139,0.243
801,23,T=4h,49.9113,0.0,1.2354,0.0,0.2582,0.4569,0.4508,0.0061
802,0,T=4h,27.5448,0.0,1.0945,0.0,0.2188,0.3523,0.5255,0.1732
802,1,T=4h,19.9519,0.0,1.0301,0.3,0.0568,0.6373,0.5641,0.0732
802,2,T=4h,26.5343,0.0,1.2659,0.0,-0.1479,0.6373,0.4391,0.1982
802,3,T=4h,30.5707,0.0,1.3182,0.2765,0.192,0.9,0.6047,0.2953
802,4,T=4h,40.6255,0.0,1.3683,-0.165,0.0858,0.7263,0.6928,0.0335
802,5,T=4h,39.8136,0.0,1.1939,0.0,-0.0507,0.7263,0.6354,0.0909
802,6,T=4h,50.0974,0.0,1.6175,0.1828,0.1202,0.9,0.7545,0.1455
802,7,T=4h,56.2074,1.2888,1.5991,0.0,0.0389,0.9,0.7833,0.1167
802,8,T=4h,62.6442,2.4897,1.6908,-0.165,-0.0933,0.7263,0.7044,0.0219
802,9,T=4h,69.7438,3.521,1.7512,-0.0,-0.0287,0.7263,0.6844,0.0419
802,10,T=4h,73.6698,4.3123,1.9073,0.0,-0.0601,0.7263,0.6182,0.1081
802,11,T=4h,82.0356,4.8098,1.8891,-0.5,-0.4732,0.2,0.1257,0.0743
802,12,T=4h,78.3693,4.9795,2.0255,0.0,0.0615,0.2,0.1668,0.0332
802,13,T=4h,77.3131,4.8098,1.957,0.0,-0.0522,0.2,0.1065,0.0935
802,14,T=4h,67.4669,4.3123,1.9661,0.0,0.0379,0.2,0.1471,0.0529
802,15,T=4h,73.549,3.521,1.9365,0.0,0.0387,0.2,0.185,0.015
802,16,T=4h,56.199,2.4897,1.7058,0.0,-0.0055,0.2,0.2033,0.0033
802,17,T=4h,55.9947,1.2888,1.5188,0.0,0.0013,0.2,0.1859,0.0141
802,18,T=4h,53.1088,0.0,1.199,0.0,-0.006,0.2,0.1935,0.0065
802,19,T=4h,46.275,0.0,1.4862,0.0,0.0128,0.2,0.1867,0.0133
802,20,T=4h,27.5966,0.0,1.2618,-0.0,0.0094,0.2,0.2237,0.0237
802,21,T=4h,26.5679,0.0,1.12,0.0,0.0159,0.2,0.2089,0.0089
802,22,T=4h,26.0669,0.0,1.2428,0.0,0.0592,0.2,0.268,0.068
802,23,T=4h,18.9097,0.0,0.8238,0.1603,0.052,0.3523,0.3052,0.0471
803,0,T=4h,23.384,0.0,1.0193,-0.1095,-0.0299,0.615,0.7139,0.0989
803,1,T=4h,11.1151,0.0,1.0352,0.3,0.1349,0.9,0.8587,0.0413
803,2,T=4h,24.5385,0.0,0.9975,-0.165,0.0856,0.7263,0.9187,0.1924
803,3,T=4h,27.6302,0.0,1.2281,0.0,0.0007,0.7263,0.8926,0.1663
803,4,T=4h,25.877,0.0,1.5374,0.1828,0.0107,0.9,0.924,0.024
803,5,T=4h,36.2162,0.0,1.1841,-0.165,-0.3998,0.7263,0.5529,0.1734
803,6,T=4h,39.684,0.0,1.3171,0.1828,0.2057,0.9,0.7421,0.1579
803,7,T=4h,52.797,1.4356,1.8147,0.0,0.0976,0.9,0.8096,0.0904
803,8,T=4h,62.09,2.7734,1.8683,-0.5,-0.106,0.3737,0.6418,0.2681
803,9,T=4h,61.9113,3.9222,2.1042,0.3,0.1362,0.6587,0.7824,0.1237
803,10,T=4h,66.7806,4.8037,2.2166,0.254,-0.0064,0.9,0.7303,0.1697
803,11,T=4h,80.8928,5.3578,2.0991,-0.165,-0.3006,0.7263,0.4154,0.3109
803,12,T=4h,87.0047,5.5468,1.8281,-0.5,0.0291,0.2,0.4625,0.2625
803,13,T=4h,81.9581,5.3578,2.0363,0.0,0.0456,0.2,0.5383,0.3383
803,14,T=4h,80.9513,4.8037,1.8809,0.0,-0.2865,0.2,0.1908,0.0092
803,15,T=4h,74.0923,3.9222,1.9288,0.0,0.0404,0.2,0.2223,0.0223
803,16,T=4h,71.1511,2.7734,1.6405,0.0,-0.0512,0.2,0.1988,0.0012
803,17,T=4h,65.452,1.4356,1.7122,0.0,-0.0166,0.2,0.2276,0.0276
803,18,T=4h,55.9796,0.0,1.6103,0.0,-0.0064,0.2,0.2206,0.0206
803,19,T=4h,54.3129,0.0,1.4154,0.0,-0.0129,0.2,0.2101,0.0101
803,20,T=4h,41.8979,0.0,1.3157,-0.0,-0.0192,0.2,0.2265,0.0265
803,21,T=4h,35.2912,0.0,1.259,0.0,0.0845,0.2,0.2746,0.0746
803,22,T=4h,27.3845,0.0,0.9566,0.2582,0.2409,0.4453,0.5099,0.0646
803,23,T=4h,23.2516,0.0,1.0658,0.3,0.2472,0.7303,0.7414,0.0111
804,0,T=4h,24.5012,0.0,1.1382,0.0,-0.0307,0.3763,0.3295,0.0468
804,1,T=4h,17.8067,0.0,1.2352,0.3,-0.0192,0.6613,0.2987,0.3626
804,2,T=4h,23.6967,0.0,0.9441,0.0,-0.0857,0.6613,0.1976,0.4637
804,3,T=4h,29.1898,0.0,1.0876,0.0,0.2785,0.6613,0.4698,0.1915
804,4,T=4h,29.8566,0.0,1.5103,0.0,0.0686,0.6613,0.5699,0.0914
804,5,T=4h,33.0036,0.0,1.0768,0.0,0.017,0.6613,0.5629,0.0984
804,6,T=4h,37.11,0.0,1.4873,0.2513,0.2028,0.9,0.7378,0.1622
804,7,T=4h,41.2356,1.6025,1.6518,0.0,0.0892,0.9,0.8086,0.0914
804,8,T=4h,61.367,3.0957,1.7235,-0.5,-0.031,0.3737,0.7643,0.3906
804,9,T=4h,58.8138,4.378,2.0907,0.3,0.0446,0.6587,0.8027,0.144
804,10,T=4h,66.5072,5.3619,2.0044,0.0712,-0.0251,0.7263,0.7961,0.0698
804,11,T=4h,75.9357,5.9805,1.9249,0.0,-0.573,0.7263,0.2217,0.5046
804,12,T=4h,79.9856,6.1914,1.9048,-0.0,-0.0606,0.7263,0.1778,0.5485
804,13,T=4h,85.8723,5.9805,2.0252,-0.5,-0.0649,0.2,0.0835,0.1165
804,14,T=4h,80.673,5.3619,2.1079,0.0,0.2102,0.2,0.2984,0.0984
804,15,T=4h,75.3461,4.378,1.8743,0.0,-0.0534,0.2,0.2443,0.0443
804,16,T=4h,70.7719,3.0957,1.7298,0.0,-0.0364,0.2,0.209,0.009
804,17,T=4h,59.7079,1.6025,1.5251,0.0,-0.0018,0.2,0.2002,0.0002
804,18,T=4h,64.3945,0.0,1.5561,0.0,-0.0028,0.2,0.1974,0.0026
804,19,T=4h,54.4467,0.0,1.4184,0.0,-0.0074,0.2,0.2034,0.0034
804,20,T=4h,44.2146,0.0,1.1414,-0.0,-0.0008,0.2,0.2067,0.0067
804,21,T=4h,41.5173,0.0,1.3004,0.0,0.0114,0.2,0.2228,0.0228
804,22,T=4h,33.733,0.0,1.3229,0.0,0.0245,0.2,0.2393,0.0393
804,23,T=4h,26.6388,0.0,1.0244,0.1856,0.1771,0.3763,0.3846,0.0083
805,0,T=4h,23.1387,0.0,1.1408,0.0,-0.0932,0.3988,0.2848,0.114
805,1,T=4h,22.1901,0.0,1.103,0.0,0.1894,0.3988,0.469,0.0702
805,2,T=4h,21.1942,0.0,1.1969,0.0,0.0004,0.3988,0.4688,0.07
805,3,T=4h,23.564,0.0,1.082,0.3,0.2352,0.6838,0.6983,0.0145
805,4,T=4h,39.5666,0.0,1.3473,0.0,0.0889,0.6838,0.7926,0.1088
805,5,T=4h,40.5603,0.0,1.545,0.0,-0.0533,0.6838,0.7238,0.04
805,6,T=4h,42.9591,0.0,1.4685,0.2276,0.1403,0.9,0.8505,0.0495
805,7,T=4h,57.8822,1.596,1.8357,0.0,-0.0049,0.9,0.841,0.059
805,8,T=4h,62.905,3.0832,1.6996,-0.165,-0.1058,0.7263,0.7226,0.0037
805,9,T=4h,68.9314,4.3603,1.9246,-0.0,0.0371,0.7263,0.7628,0.0365
805,10,T=4h,78.0454,5.3403,1.7811,-0.5,-0.0417,0.2,0.734,0.534
805,11,T=4h,67.471,5.9563,2.1033,0.0,-0.1709,0.2,0.5637,0.3637
805,12,T=4h,72.5819,6.1664,2.1838,0.0,-0.3299,0.2,0.2168,0.0168
805,13,T=4h,85.1835,5.9563,1.9792,0.0,-0.2048,0.2,0.0115,0.1885
805,14,T=4h,76.9857,5.3403,1.7334,0.0,0.0477,0.2,0.0564,0.1436
805,15,T=4h,71.7549,4.3603,1.8591,0.0,0.1458,0.2,0.2109,0.0109
805,16,T=4h,62.4727,3.0832,1.6173,0.0,0.0029,0.2,0.2089,0.0089
805,17,T=4h,61.7462,1.596,1.6432,0.0,-0.0074,0.2,0.1947,0.0053
805,18,T=4h,54.6392,0.0,1.6253,0.0,0.0025,0.2,0.2075,0.0075
805,19,T=4h,51.3032,0.0,1.4414,0.0,-0.005,0.2,0.2073,0.0073
805,20,T=4h,39.5034,0.0,1.0172,-0.0,0.0017,0.2,0.1931,0.0069
805,21,T=4h,30.0929,0.0,1.0976,0.0,0.0167,0.2,0.2225,0.0225
805,22,T=4h,27.4915,0.0,1.0979,0.0,0.0131,0.2,0.2281,0.0281
805,23,T=4h,26.5159,0.0,1.2249,0.2093,0.1774,0.3988,0.3965,0.0023
806,0,T=4h,22.3223,0.0,0.8201,0.3,0.2737,0.6967,0.6982,0.0015
806,1,T=4h,29.165,0.0,1.2128,0.0312,0.1327,0.7263,0.8179,0.0916
806,2,T=4h,33.6942,0.0,0.8406,0.0,-0.1482,0.7263,0.7223,0.004
806,3,T=4h,37.6173,0.0,1.1479,0.1828,0.1203,0.9,0.7932,0.1068
806,4,T=4h,45.8094,0.0,1.1775,0.0,0.0304,0.9,0.8127,0.0873
806,5,T=4h,54.6807,0.0,1.2745,-0.165,-0.2972,0.7263,0.5512,0.1751
806,6,T=4h,67.984,0.0,1.4742,-0.0,0.2044,0.7263,0.7279,0.0016
806,7,T=4h,66.3568,1.4154,1.5795,-0.0,0.0898,0.7263,0.8199,0.0936
806,8,T=4h,73.992,2.7343,1.9086,0.0,-0.1036,0.7263,0.6603,0.066
806,9,T=4h,75.8741,3.8669,2.0528,-0.0,0.0616,0.7263,0.7614,0.0351
806,10,T=4h,85.1263,4.736,1.997,-0.5,0.0048,0.2,0.7275,0.5275
806,11,T=4h,81.0363,5.2823,1.9476,0.0,0.1101,0.2,0.8555,0.6555
806,12,T=4h,82.5695,5.4686,2.0388,0.0,-0.4413,0.2,0.3703,0.1703
806,13,T=4h,62.1623,5.2823,2.1037,0.0,-0.0806,0.2,0.293,0.093
806,14,T=4h,70.7212,4.736,2.0833,0.0,-0.0671,0.2,0.2386,0.0386
806,15,T=4h,56.4354,3.8669,1.9091,0.0,-0.0238,0.2,0.1899,0.0101
806,16,T=4h,50.0164,2.7343,1.9791,0.0,-0.0096,0.2,0.2091,0.0091
806,17,T=4h,43.7966,1.4154,1.5369,0.0,-0.0017,0.2,0.2141,0.0141
806,18,T=4h,37.0294,0.0,1.671,0.0,-0.0069,0.2,0.221,0.021
806,19,T=4h,30.4657,0.0,1.4762,0.0,0.02,0.2,0.2167,0.0167
806,20,T=4h,22.446,0.0,1.1585,-0.0,-0.0129,0.2,0.2348,0.0348
806,21,T=4h,21.3088,0.0,1.1813,0.0,0.085,0.2,0.2776,0.0776
806,22,T=4h,19.7135,0.0,1.1122,0.0,0.0804,0.2,0.3349,0.1349
806,23,T=4h,13.8877,0.0,0.9957,0.2229,0.1176,0.4117,0.4453,0.0336
807,0,T=4h,18.6309,0.0,1.1649,0.0,0.2321,0.3392,0.5712,0.232
807,1,T=4h,19.075,0.0,0.9893,0.0,0.1792,0.3392,0.7191,0.3799
807,2,T=4h,18.4212,0.0,1.1194,0.0,-0.3889,0.3392,0.3131,0.0261
807,3,T=4h,19.9678,0.0,1.3164,0.3,0.1814,0.6242,0.4836,0.1406
807,4,T=4h,32.1273,0.0,1.2355,0.1075,0.0403,0.7263,0.5774,0.1489
807,5,T=4h,33.4668,0.0,1.4544,0.0,-0.2729,0.7263,0.241,0.4853
807,6,T=4h,49.6475,0.0,1.6077,-0.0,0.2584,0.7263,0.5527,0.1736
807,7,T=4h,49.5842,1.4305,1.6687,0.0,0.2294,0.7263,0.7351,0.0088
807,8,T=4h,60.6556,2.7635,1.7785,0.0,0.0033,0.7263,0.8056,0.0793
807,9,T=4h,63.0216,3.9081,2.0112,0.0,0.0324,0.7263,0.7923,0.066
807,10,T=4h,67.6223,4.7865,2.1929,0.0,0.0324,0.7263,0.8253,0.099
807,11,T=4h,76.3541,5.3386,1.9696,0.0,-0.007,0.7263,0.8106,0.0843
807,12,T=4h,83.7941,5.527,2.1861,-0.5,-0.0041,0.2,0.7983,0.5983
807,13,T=4h,79.6152,5.3386,1.7599,0.0,-0.4751,0.2,0.3114,0.1114
807,14,T=4h,81.0756,4.7865,2.0056,0.0,0.0168,0.2,0.3319,0.1319
807,15,T=4h,77.6397,3.9081,1.5264,0.0,-0.103,0.2,0.2181,0.0181
807,16,T=4h,71.7251,2.7635,1.634,0.0,0.0067,0.2,0.2028,0.0028
807,17,T=4h,65.9302,1.4305,1.474,0.0,-0.0223,0.2,0.2037,0.0037
807,18,T=4h,55.0256,0.0,1.7456,0.0,-0.0121,0.2,0.1984,0.0016
807,19,T=4h,51.2624,0.0,1.3282,0.0,0.0128,0.2,0.1986,0.0014
807,20,T=4h,46.1182,0.0,1.2427,0.0,0.0031,0.2,0.195,0.005
807,21,T=4h,37.3288,0.0,1.1134,0.0,-0.0174,0.2,0.1954,0.0046
807,22,T=4h,30.4677,0.0,0.8501,0.0,-0.0195,0.2,0.1725,0.0275
807,23,T=4h,27.5973,0.0,1.0601,0.1466,0.1307,0.3392,0.3052,0.034
808,0,T=4h,26.1149,0.0,0.8777,-0.4212,-0.1907,0.2,0.4425,0.2425
808,1,T=4h,25.4521,0.0,1.2681,0.0,-0.0212,0.2,0.4231,0.2231
808,2,T=4h,16.5298,0.0,1.1373,-0.0,-0.1667,0.2,0.2788,0.0788
808,3,T=4h,22.2542,0.0,1.3371,0.3,0.2117,0.485,0.4319,0.0531
808,4,T=4h,32.0249,0.0,1.3056,0.254,0.1494,0.7263,0.5923,0.134
808,5,T=4h,34.783,0.0,1.4691,0.0,-0.1759,0.7263,0.4581,0.2682
808,6,T=4h,43.1802,0.0,1.6065,0.1828,0.2301,0.9,0.6345,0.2655
808,7,T=4h,47.7932,1.2809,1.8011,0.0,0.1119,0.9,0.7211,0.1789
808,8,T=4h,55.5189,2.4744,1.7451,-0.165,-0.0766,0.7263,0.6391,0.0872
808,9,T=4h,64.5048,3.4994,1.7186,0.0,0.0759,0.7263,0.7135,0.0128
808,10,T=4h,73.0137,4.2858,1.9212,0.0,0.0238,0.7263,0.6794,0.0469
808,11,T=4h,77.6544,4.7802,1.8828,-0.5,-0.0511,0.2,0.624,0.424
808,12,T=4h,76.1371,4.9488,1.9097,0.0,-0.0722,0.2,0.5578,0.3578
808,13,T=4h,75.3468,4.7802,2.2312,0.0,-0.2708,0.2,0.2787,0.0787
808,14,T=4h,73.4713,4.2858,2.0264,0.0,-0.0965,0.2,0.179,0.021
808,15,T=4h,78.9543,3.4994,1.9401,0.0,0.014,0.2,0.1622,0.0378
808,16,T=4h,78.3552,2.4744,1.9109,0.0,-0.0189,0.2,0.1685,0.0315
808,17,T=4h,65.0778,1.2809,1.722,-0.0,-0.0016,0.2,0.2042,0.0042
808,18,T=4h,45.6815,0.0,1.7801,0.0,-0.008,0.2,0.1691,0.0309
808,19,T=4h,50.4093,0.0,1.0564,0.0,0.024,0.2,0.1769,0.0231
808,20,T=4h,45.1923,0.0,1.1004,0.0,-0.0095,0.2,0.1928,0.0072
808,21,T=4h,30.818,0.0,1.0413,0.1667,0.0346,0.3583,0.1986,0.1597
808,22,T=4h,31.0289,0.0,0.8606,0.0,0.1972,0.3583,0.4082,0.0499
808,23,T=4h,27.4235,0.0,1.034,0.3,0.252,0.6433,0.6275,0.0158
809,0,T=4h,24.4612,0.0,1.1816,-0.1497,0.029,0.2,0.3214,0.1214
809,1,T=4h,17.9784,0.0,1.1529,0.0,0.0839,0.2,0.3837,0.1837
809,2,T=4h,23.1922,0.0,1.1494,0.0,-0.1212,0.2,0.2695,0.0695
809,3,T=4h,17.0748,0.0,1.2845,0.3,0.273,0.485,0.5276,0.0426
809,4,T=4h,29.8654,0.0,1.2753,0.254,0.0934,0.7263,0.6453,0.081
809,5,T=4h,35.9762,0.0,1.3394,0.0,0.1489,0.7263,0.7487,0.0224
809,6,T=4h,39.3172,0.0,1.476,0.1828,0.1008,0.9,0.8697,0.0303
809,7,T=4h,49.9074,1.1807,1.725,0.0,0.0186,0.9,0.8794,0.0206
809,8,T=4h,55.6802,2.2809,1.7856,-0.165,-0.1334,0.7263,0.781,0.0547
809,9,T=4h,61.8824,3.2256,1.5587,0.1828,0.0175,0.9,0.7733,0.1267
809,10,T=4h,74.4088,3.9506,2.0654,0.0,0.03,0.9,0.8202,0.0798
809,11,T=4h,80.4652,4.4063,2.0708,-0.165,-0.2871,0.7263,0.5297,0.1966
809,12,T=4h,81.1939,4.5617,2.0489,-0.5,-0.0201,0.2,0.5108,0.3108
809,13,T=4h,78.2391,4.4063,2.1943,0.0,-0.2383,0.2,0.2478,0.0478
809,14,T=4h,76.1351,3.9506,1.8119,0.0,0.0974,0.2,0.3638,0.1638
809,15,T=4h,73.9893,3.2256,1.6936,0.0,-0.1115,0.2,0.2574,0.0574
809,16,T=4h,69.8236,2.2809,1.8251,0.0,-0.0167,0.2,0.2095,0.0095
809,17,T=4h,60.8906,1.1807,1.5159,0.0,-0.0078,0.2,0.1842,0.0158
809,18,T=4h,61.2897,0.0,1.75,0.0,-0.0003,0.2,0.1939,0.0061
809,19,T=4h,48.4787,0.0,1.2666,0.0,0.0058,0.2,0.1947,0.0053
809,20,T=4h,44.6092,0.0,1.1422,0.0,0.0105,0.2,0.1934,0.0066
809,21,T=4h,28.7877,0.0,1.086,0.0,-0.0092,0.2,0.2047,0.0047
809,22,T=4h,25.5358,0.0,1.0224,0.1659,0.0072,0.3576,0.1964,0.1612
809,23,T=4h,27.108,0.0,0.9617,0.0,0.1045,0.3576,0.3048,0.0528
810,0,T=4h,20.8462,0.0,0.6613,-0.0195,-0.0147,0.7263,0.7183,0.008
810,1,T=4h,24.8628,0.0,0.9338,-0.5,-0.1123,0.2,0.5981,0.3981
810,2,T=4h,18.7266,0.0,0.728,0.0,-0.3186,0.2,0.2651,0.0651
810,3,T=4h,19.4954,0.0,1.2559,0.0,0.2318,0.2,0.5163,0.3163
810,4,T=4h,16.9259,0.0,1.2467,0.3,0.1901,0.485,0.6834,0.1984
810,5,T=4h,19.2822,0.0,1.5807,0.254,-0.1448,0.7263,0.5191,0.2072
810,6,T=4h,30.2799,0.0,1.4749,0.1828,0.2331,0.9,0.7501,0.1499
810,7,T=4h,43.4689,1.4578,1.6659,0.0,0.0917,0.9,0.8492,0.0508
810,8,T=4h,50.7953,2.8162,1.7098,-0.5,-0.0767,0.3737,0.7492,0.3755
810,9,T=4h,48.9015,3.9827,1.7225,0.3,0.1061,0.6587,0.8424,0.1837
810,10,T=4h,57.2262,4.8778,1.872,0.0,-0.0007,0.6587,0.8479,0.1892
810,11,T=4h,67.8233,5.4404,1.8024,-0.4358,-0.0246,0.2,0.7995,0.5995
810,12,T=4h,62.2663,5.6324,2.0581,0.3,-0.1243,0.485,0.6753,0.1903
810,13,T=4h,74.8114,5.4404,1.9368,0.0,-0.2651,0.485,0.3885,0.0965
810,14,T=4h,80.4209,4.8778,1.918,-0.2708,-0.161,0.2,0.2264,0.0264
810,15,T=4h,78.9733,3.9827,2.2771,0.0,-0.0196,0.2,0.1975,0.0025
810,16,T=4h,70.6205,2.8162,1.6895,0.0,0.0145,0.2,0.2097,0.0097
810,17,T=4h,67.3048,1.4578,1.6765,0.0,-0.0103,0.2,0.2354,0.0354
810,18,T=4h,63.6196,0.0,1.4919,0.0,-0.004,0.2,0.214,0.014
810,19,T=4h,62.4402,0.0,1.5442,0.0,-0.0001,0.2,0.2236,0.0236
810,20,T=4h,51.9434,0.0,1.2858,0.0,-0.0068,0.2,0.2013,0.0013
810,21,T=4h,53.6927,0.0,1.1057,0.0,0.0458,0.2,0.2712,0.0712
810,22,T=4h,34.4676,0.0,1.4109,0.3,0.1942,0.485,0.4487,0.0363
810,23,T=4h,37.7693,0.0,0.8881,0.2756,0.3127,0.7468,0.737,0.0098
811,0,T=4h,21.063,0.0,0.7686,0.3,0.2484,0.6094,0.5879,0.0215
811,1,T=4h,29.1402,0.0,1.2404,0.0,0.1733,0.6094,0.76,0.1506
811,2,T=4h,27.509,0.0,1.2172,0.1231,-0.0135,0.7263,0.7711,0.0448
811,3,T=4h,40.4609,0.0,1.1936,0.1828,0.0909,0.9,0.8372,0.0628
811,4,T=4h,42.9564,0.0,0.823,0.0,0.0258,0.9,0.8613,0.0387
811,5,T=4h,56.7122,0.0,1.3199,-0.165,-0.2179,0.7263,0.6656,0.0607
811,6,T=4h,64.2484,0.0,1.7869,-0.0,0.1127,0.7263,0.7565,0.0302
811,7,T=4h,66.9165,1.7168,1.701,0.0,0.0141,0.7263,0.7544,0.0281
811,8,T=4h,69.034,3.3166,1.5685,0.0,-0.0962,0.7263,0.6593,0.067
811,9,T=4h,75.6591,4.6904,1.77,0.0,0.0134,0.7263,0.6795,0.0468
811,10,T=4h,79.4996,5.7445,1.8732,0.0,-0.0945,0.7263,0.5472,0.1791
811,11,T=4h,83.4314,6.4072,2.1523,-0.5,-0.3599,0.2,0.17,0.03
811,12,T=4h,79.4439,6.6332,1.7737,0.0,0.0488,0.2,0.2176,0.0176
811,13,T=4h,76.6774,6.4072,2.1415,0.0,-0.0019,0.2,0.2209,0.0209
811,14,T=4h,70.6158,5.7445,2.0515,0.0,-0.0301,0.2,0.186,0.014
811,15,T=4h,65.9864,4.6904,2.1899,0.0,-0.008,0.2,0.1675,0.0325
811,16,T=4h,54.3241,3.3166,1.8299,0.0,-0.0007,0.2,0.1788,0.0212
811,17,T=4h,47.9603,1.7168,1.4435,0.0,0.0086,0.2,0.1952,0.0048
811,18,T=4h,39.7731,0.0,1.4928,0.0,-0.0045,0.2,0.1811,0.0189
811,19,T=4h,30.9714,0.0,1.2219,0.0,0.0097,0.2,0.1789,0.0211
811,20,T=4h,31.011,0.0,1.3083,0.0,0.0035,0.2,0.1997,0.0003
811,21,T=4h,26.7375,0.0,1.4079,0.0,0.0722,0.2,0.2497,0.0497
811,22,T=4h,25.2643,0.0,0.9383,0.0,0.0565,0.2,0.3169,0.1169
811,23,T=4h,17.0669,0.0,1.1568,0.131,0.0176,0.3244,0.3376,0.0132
812,0,T=4h,30.3002,0.0,0.9279,-0.2078,-0.155,0.2,0.2073,0.0073
812,1,T=4h,20.803,0.0,0.9194,0.3,-0.0254,0.485,0.1898,0.2952
812,2,T=4h,29.1972,0.0,1.0847,-0.2707,-0.0385,0.2,0.1592,0.0408
812,3,T=4h,21.3832,0.0,1.2484,0.0,0.0304,0.2,0.1631,0.0369
812,4,T=4h,22.0816,0.0,1.4916,0.0,-0.0151,0.2,0.1686,0.0314
