DIA,HORA,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
802,19,46.275,0.0,1.4862,0.0,0.0137,0.2,0.1796,0.0204
802,20,27.5966,0.0,1.2618,0.0,-0.0053,0.2,0.1954,0.0046
802,21,26.5679,0.0,1.12,0.0,0.0257,0.2,0.2365,0.0365
802,22,26.0669,0.0,1.2428,-0.0,-0.0325,0.2,0.2198,0.0198
802,23,18.9097,0.0,0.8238,0.1603,0.1654,0.3523,0.3711,0.0188
803,0,23.384,0.0,1.0193,-0.1095,0.0943,0.615,0.7919,0.1769
803,1,11.1151,0.0,1.0352,0.3,0.0953,0.9,0.8699,0.0301
803,2,24.5385,0.0,0.9975,0.0,-0.0095,0.9,0.8814,0.0186
803,3,27.6302,0.0,1.2281,0.0,0.0111,0.9,0.8781,0.0219
803,4,25.877,0.0,1.5374,0.0,-0.0015,0.9,0.8862,0.0138
803,5,36.2162,0.0,1.1841,0.0,0.0015,0.9,0.9019,0.0019
803,6,39.684,0.0,1.3171,0.0,-0.0086,0.9,0.8959,0.0041
803,7,52.797,1.4356,1.8147,0.0,-0.0006,0.9,0.9136,0.0136
803,8,62.09,2.7734,1.8683,0.0,-0.0063,0.9,0.8886,0.0114
803,9,61.9113,3.9222,2.1042,0.0,-0.0154,0.9,0.8993,0.0007
803,10,66.7806,4.8037,2.2166,-0.0,0.0239,0.9,0.9117,0.0117
803,11,80.8928,5.3578,2.0991,0.0,-0.0894,0.9,0.8279,0.0721
803,12,87.0047,5.5468,1.8281,-0.5,-0.3867,0.3737,0.4299,0.0562
803,13,81.9581,5.3578,2.0363,-0.165,-0.1594,0.2,0.247,0.047
803,14,80.9513,4.8037,1.8809,0.0,-0.0317,0.2,0.2164,0.0164
803,15,74.0923,3.9222,1.9288,0.0,-0.0205,0.2,0.2046,0.0046
803,16,71.1511,2.7734,1.6405,0.0,-0.0211,0.2,0.1736,0.0264
803,17,65.452,1.4356,1.7122,0.0,0.0177,0.2,0.1989,0.0011
803,18,55.9796,0.0,1.6103,0.0,-0.0074,0.2,0.2083,0.0083
803,19,54.3129,0.0,1.4154,0.0,0.0048,0.2,0.1952,0.0048
803,20,41.8979,0.0,1.3157,-0.0,0.0114,0.2,0.1938,0.0062
803,21,35.2912,0.0,1.259,0.0,0.0347,0.2,0.2381,0.0381
803,22,27.3845,0.0,0.9566,0.2582,0.2007,0.4453,0.4333,0.012
803,23,23.2516,0.0,1.0658,0.3,0.3096,0.7303,0.7289,0.0014
804,0,24.5012,0.0,1.1382,0.0,0.1786,0.3763,0.534,0.1577
804,1,17.8067,0.0,1.2352,0.3,0.2161,0.6613,0.7332,0.0719
804,2,23.6967,0.0,0.9441,0.2513,0.111,0.9,0.8306,0.0694
804,3,29.1898,0.0,1.0876,0.0,0.0464,0.9,0.8883,0.0117
804,4,29.8566,0.0,1.5103,0.0,0.0131,0.9,0.9007,0.0007
804,5,33.0036,0.0,1.0768,0.0,0.0038,0.9,0.8909,0.0091
804,6,37.11,0.0,1.4873,0.0,-0.0028,0.9,0.8965,0.0035
804,7,41.2356,1.6025,1.6518,0.0,-0.0004,0.9,0.8947,0.0053
804,8,61.367,3.0957,1.7235,0.0,0.0022,0.9,0.9113,0.0113
804,9,58.8138,4.378,2.0907,0.0,0.0037,0.9,0.9002,0.0002
804,10,66.5072,5.3619,2.0044,-0.0,0.0281,0.9,0.9319,0.0319
804,11,75.9357,5.9805,1.9249,0.0,-0.0337,0.9,0.8949,0.0051
804,12,79.9856,6.1914,1.9048,0.0,-0.2643,0.9,0.6336,0.2664
804,13,85.8723,5.9805,2.0252,-0.5,-0.2781,0.3737,0.3341,0.0396
804,14,80.673,5.3619,2.1079,-0.165,-0.1046,0.2,0.2245,0.0245
804,15,75.3461,4.378,1.8743,0.0,-0.0119,0.2,0.2084,0.0084
804,16,70.7719,3.0957,1.7298,0.0,-0.0228,0.2,0.1932,0.0068
804,17,59.7079,1.6025,1.5251,0.0,-0.0015,0.2,0.1868,0.0132
804,18,64.3945,0.0,1.5561,0.0,0.0189,0.2,0.1869,0.0131
804,19,54.4467,0.0,1.4184,0.0,0.0047,0.2,0.202,0.002
804,20,44.2146,0.0,1.1414,0.0,-0.01,0.2,0.2035,0.0035
804,21,41.5173,0.0,1.3004,0.0,0.0085,0.2,0.197,0.003
804,22,33.733,0.0,1.3229,-0.0,0.0156,0.2,0.2211,0.0211
804,23,26.6388,0.0,1.0244,0.1856,0.1422,0.3763,0.3455,0.0308
805,0,23.1387,0.0,1.1408,0.0,0.1314,0.3988,0.5311,0.1323
805,1,22.1901,0.0,1.103,0.2276,0.1653,0.615,0.6805,0.0655
805,2,21.1942,0.0,1.1969,0.3,0.1807,0.9,0.8478,0.0522
805,3,23.564,0.0,1.082,0.0,0.0542,0.9,0.9063,0.0063
805,4,39.5666,0.0,1.3473,0.0,0.007,0.9,0.9115,0.0115
805,5,40.5603,0.0,1.545,0.0,-0.0033,0.9,0.912,0.012
805,6,42.9591,0.0,1.4685,0.0,-0.0075,0.9,0.9061,0.0061
805,7,57.8822,1.596,1.8357,0.0,0.0025,0.9,0.9202,0.0202
805,8,62.905,3.0832,1.6996,0.0,0.0033,0.9,0.9256,0.0256
805,9,68.9314,4.3603,1.9246,0.0,-0.0218,0.9,0.8906,0.0094
805,10,78.0454,5.3403,1.7811,-0.165,-0.0369,0.7263,0.8692,0.1429
805,11,67.471,5.9563,2.1033,0.0,0.0221,0.7263,0.8887,0.1624
805,12,72.5819,6.1664,2.1838,0.0,-0.004,0.7263,0.8738,0.1475
805,13,85.1835,5.9563,1.9792,-0.5,-0.3254,0.2,0.5259,0.3259
805,14,76.9857,5.3403,1.7334,0.0,-0.2626,0.2,0.2548,0.0548
805,15,71.7549,4.3603,1.8591,0.0,-0.0245,0.2,0.2259,0.0259
805,16,62.4727,3.0832,1.6173,-0.0,-0.0086,0.2,0.232,0.032
805,17,61.7462,1.596,1.6432,0.0,-0.0145,0.2,0.2088,0.0088
805,18,54.6392,0.0,1.6253,0.0,-0.0109,0.2,0.1946,0.0054
805,19,51.3032,0.0,1.4414,0.0,-0.0048,0.2,0.2203,0.0203
805,20,39.5034,0.0,1.0172,0.0,0.0018,0.2,0.2063,0.0063
805,21,30.0929,0.0,1.0976,-0.0,0.0174,0.2,0.2177,0.0177
805,22,27.4915,0.0,1.0979,-0.0,0.0466,0.2,0.2454,0.0454
805,23,26.5159,0.0,1.2249,0.2093,0.1472,0.3988,0.3962,0.0026
806,0,22.3223,0.0,0.8201,0.3,0.2865,0.6967,0.6436,0.0531
806,1,29.165,0.0,1.2128,0.214,0.1967,0.9,0.8347,0.0653
806,2,33.6942,0.0,0.8406,0.0,0.0479,0.9,0.9054,0.0054
806,3,37.6173,0.0,1.1479,0.0,0.007,0.9,0.8812,0.0188
806,4,45.8094,0.0,1.1775,0.0,-0.0034,0.9,0.8915,0.0085
806,5,54.6807,0.0,1.2745,0.0,-0.0073,0.9,0.9097,0.0097
806,6,67.984,0.0,1.4742,0.0,0.008,0.9,0.879,0.021
806,7,66.3568,1.4154,1.5795,0.0,0.0046,0.9,0.8823,0.0177
806,8,73.992,2.7343,1.9086,0.0,0.0102,0.9,0.8811,0.0189
806,9,75.8741,3.8669,2.0528,0.0,0.0044,0.9,0.9102,0.0102
806,10,85.1263,4.736,1.997,-0.5,-0.078,0.3737,0.8341,0.4604
806,11,81.0363,5.2823,1.9476,0.0,-0.241,0.3737,0.5676,0.1939
806,12,82.5695,5.4686,2.0388,-0.165,-0.3245,0.2,0.228,0.028
806,13,62.1623,5.2823,2.1037,-0.0,-0.0442,0.2,0.1898,0.0102
806,14,70.7212,4.736,2.0833,0.0,0.0403,0.2,0.2204,0.0204
806,15,56.4354,3.8669,1.9091,0.0,-0.027,0.2,0.2004,0.0004
806,16,50.0164,2.7343,1.9791,0.0,-0.0222,0.2,0.1838,0.0162
806,17,43.7966,1.4154,1.5369,-0.0,0.0149,0.2,0.2001,0.0001
806,18,37.0294,0.0,1.671,0.0,-0.0128,0.2,0.196,0.004
806,19,30.4657,0.0,1.4762,-0.0,0.0153,0.2,0.1976,0.0024
806,20,22.446,0.0,1.1585,0.0,0.0014,0.2,0.2036,0.0036
806,21,21.3088,0.0,1.1813,0.0,-0.007,0.2,0.2126,0.0126
806,22,19.7135,0.0,1.1122,-0.0,0.0124,0.2,0.2113,0.0113
806,23,13.8877,0.0,0.9957,0.2229,0.1846,0.4117,0.3884,0.0233
807,0,18.6309,0.0,1.1649,0.2903,0.1448,0.615,0.5188,0.0962
807,1,19.075,0.0,0.9893,0.0,0.2018,0.615,0.6947,0.0797
807,2,18.4212,0.0,1.1194,0.3,0.1534,0.9,0.8298,0.0702
807,3,19.9678,0.0,1.3164,0.0,0.05,0.9,0.8975,0.0025
807,4,32.1273,0.0,1.2355,0.0,-0.0027,0.9,0.9055,0.0055
807,5,33.4668,0.0,1.4544,0.0,-0.0057,0.9,0.914,0.014
807,6,49.6475,0.0,1.6077,0.0,-0.001,0.9,0.9051,0.0051
807,7,49.5842,1.4305,1.6687,0.0,-0.0035,0.9,0.9079,0.0079
807,8,60.6556,2.7635,1.7785,0.0,-0.002,0.9,0.9154,0.0154
807,9,63.0216,3.9081,2.0112,0.0,-0.0119,0.9,0.8924,0.0076
807,10,67.6223,4.7865,2.1929,-0.0,-0.0062,0.9,0.9017,0.0017
807,11,76.3541,5.3386,1.9696,0.0,-0.0067,0.9,0.9045,0.0045
807,12,83.7941,5.527,2.1861,-0.5,-0.1062,0.3737,0.7891,0.4154
807,13,79.6152,5.3386,1.7599,0.0,-0.3494,0.3737,0.4307,0.057
807,14,81.0756,4.7865,2.0056,-0.165,-0.1897,0.2,0.2346,0.0346
807,15,77.6397,3.9081,1.5264,0.0,-0.0132,0.2,0.2318,0.0318
807,16,71.7251,2.7635,1.634,0.0,-0.0237,0.2,0.2187,0.0187
807,17,65.9302,1.4305,1.474,-0.0,-0.0098,0.2,0.2056,0.0056
807,18,55.0256,0.0,1.7456,0.0,0.009,0.2,0.187,0.013
807,19,51.2624,0.0,1.3282,-0.0,-0.0057,0.2,0.2252,0.0252
807,20,46.1182,0.0,1.2427,0.0,-0.0019,0.2,0.1869,0.0131
807,21,37.3288,0.0,1.1134,0.0,0.0084,0.2,0.2006,0.0006
807,22,30.4677,0.0,0.8501,-0.0,0.0239,0.2,0.2247,0.0247
807,23,27.5973,0.0,1.0601,0.1466,0.1263,0.3392,0.3671,0.0279
808,0,26.1149,0.0,0.8777,0.0,0.0403,0.6433,0.6654,0.0221
808,1,25.4521,0.0,1.2681,0.0,0.1355,0.6433,0.745,0.1017
808,2,16.5298,0.0,1.1373,0.2702,0.1079,0.9,0.874,0.026
808,3,22.2542,0.0,1.3371,0.0,0.0343,0.9,0.9055,0.0055
808,4,32.0249,0.0,1.3056,0.0,0.0233,0.9,0.9486,0.0486
808,5,34.783,0.0,1.4691,0.0,-0.0188,0.9,0.9418,0.0418
808,6,43.1802,0.0,1.6065,0.0,-0.0131,0.9,0.9196,0.0196
808,7,47.7932,1.2809,1.8011,0.0,0.0067,0.9,0.9366,0.0366
808,8,55.5189,2.4744,1.7451,0.0,-0.0096,0.9,0.934,0.034
808,9,64.5048,3.4994,1.7186,0.0,-0.03,0.9,0.9174,0.0174
808,10,73.0137,4.2858,1.9212,0.0,-0.0415,0.9,0.8465,0.0535
808,11,77.6544,4.7802,1.8828,0.0,-0.0228,0.9,0.8533,0.0467
808,12,76.1371,4.9488,1.9097,0.0,-0.0057,0.9,0.8375,0.0625
808,13,75.3468,4.7802,2.2312,0.0,-0.0386,0.9,0.7701,0.1299
808,14,73.4713,4.2858,2.0264,0.0,0.0152,0.9,0.7573,0.1427
808,15,78.9543,3.4994,1.9401,-0.5,-0.2989,0.3737,0.4114,0.0377
808,16,78.3552,2.4744,1.9109,-0.165,-0.2142,0.2,0.2409,0.0409
808,17,65.0778,1.2809,1.722,-0.0,-0.0076,0.2,0.2026,0.0026
808,18,45.6815,0.0,1.7801,0.0,-0.0065,0.2,0.2012,0.0012
808,19,50.4093,0.0,1.0564,0.0,-0.009,0.2,0.2138,0.0138
808,20,45.1923,0.0,1.1004,0.0,0.0262,0.2,0.2231,0.0231
808,21,30.818,0.0,1.0413,0.1667,0.0263,0.3583,0.2456,0.1127
808,22,31.0289,0.0,0.8606,0.0,0.1879,0.3583,0.4235,0.0652
808,23,27.4235,0.0,1.034,0.3,0.2374,0.6433,0.6555,0.0122
809,0,24.4612,0.0,1.1816,0.0,0.1799,0.3576,0.5422,0.1846
809,1,17.9784,0.0,1.1529,0.2709,0.1924,0.615,0.7423,0.1273
809,2,23.1922,0.0,1.1494,0.0,0.154,0.615,0.8497,0.2347
809,3,17.0748,0.0,1.2845,0.3,0.0171,0.9,0.9114,0.0114
809,4,29.8654,0.0,1.2753,0.0,0.0261,0.9,0.916,0.016
809,5,35.9762,0.0,1.3394,0.0,-0.007,0.9,0.8703,0.0297
809,6,39.3172,0.0,1.476,0.0,-0.017,0.9,0.8991,0.0009
809,7,49.9074,1.1807,1.725,0.0,-0.0087,0.9,0.8826,0.0174
809,8,55.6802,2.2809,1.7856,0.0,-0.0264,0.9,0.9025,0.0025
809,9,61.8824,3.2256,1.5587,-0.0,-0.0568,0.9,0.8058,0.0942
809,10,74.4088,3.9506,2.0654,0.0,-0.134,0.9,0.6601,0.2399
809,11,80.4652,4.4063,2.0708,-0.165,-0.071,0.7263,0.614,0.1123
809,12,81.1939,4.5617,2.0489,-0.5,0.0109,0.2,0.6174,0.4174
809,13,78.2391,4.4063,2.1943,0.0,-0.2463,0.2,0.3873,0.1873
809,14,76.1351,3.9506,1.8119,0.0,-0.1401,0.2,0.2435,0.0435
809,15,73.9893,3.2256,1.6936,0.0,-0.0078,0.2,0.2318,0.0318
809,16,69.8236,2.2809,1.8251,0.0,0.0129,0.2,0.236,0.036
809,17,60.8906,1.1807,1.5159,0.0,-0.0318,0.2,0.1918,0.0082
809,18,61.2897,0.0,1.75,0.0,0.0198,0.2,0.1863,0.0137
809,19,48.4787,0.0,1.2666,0.0,0.0006,0.2,0.2174,0.0174
809,20,44.6092,0.0,1.1422,0.0,0.0052,0.2,0.2122,0.0122
809,21,28.7877,0.0,1.086,0.0,0.0218,0.2,0.2146,0.0146
809,22,25.5358,0.0,1.0224,0.1659,0.1261,0.3576,0.3074,0.0502
809,23,27.108,0.0,0.9617,0.0,0.0412,0.3576,0.3742,0.0166
810,0,20.8462,0.0,0.6613,0.0,-0.1376,0.7468,0.6072,0.1396
810,1,24.8628,0.0,0.9338,-0.1252,0.0139,0.615,0.6307,0.0157
810,2,18.7266,0.0,0.728,0.0,0.1186,0.615,0.7306,0.1156
810,3,19.4954,0.0,1.2559,0.0,0.1288,0.615,0.8635,0.2485
810,4,16.9259,0.0,1.2467,0.3,0.0235,0.9,0.8886,0.0114
810,5,19.2822,0.0,1.5807,0.0,0.0087,0.9,0.8921,0.0079
810,6,30.2799,0.0,1.4749,0.0,-0.0102,0.9,0.8956,0.0044
810,7,43.4689,1.4578,1.6659,0.0,-0.0126,0.9,0.8771,0.0229
810,8,50.7953,2.8162,1.7098,0.0,-0.019,0.9,0.8797,0.0203
810,9,48.9015,3.9827,1.7225,0.0,0.018,0.9,0.8861,0.0139
810,10,57.2262,4.8778,1.872,0.0,0.0072,0.9,0.8782,0.0218
810,11,67.8233,5.4404,1.8024,0.0,-0.0053,0.9,0.8858,0.0142
810,12,62.2663,5.6324,2.0581,0.0,-0.001,0.9,0.8771,0.0229
810,13,74.8114,5.4404,1.9368,0.0,-0.0743,0.9,0.8002,0.0998
810,14,80.4209,4.8778,1.918,-0.5,-0.3127,0.3737,0.4616,0.0879
810,15,78.9733,3.9827,2.2771,-0.165,-0.2378,0.2,0.2374,0.0374
810,16,70.6205,2.8162,1.6895,0.0,-0.0054,0.2,0.1915,0.0085
810,17,67.3048,1.4578,1.6765,0.0,-0.0018,0.2,0.205,0.005
810,18,63.6196,0.0,1.4919,0.0,0.0035,0.2,0.1969,0.0031
810,19,62.4402,0.0,1.5442,0.0,0.0114,0.2,0.1979,0.0021
810,20,51.9434,0.0,1.2858,0.0,0.0006,0.2,0.186,0.014
810,21,53.6927,0.0,1.1057,0.0,0.022,0.2,0.2139,0.0139
810,22,34.4676,0.0,1.4109,0.3,0.246,0.485,0.4548,0.0302
810,23,37.7693,0.0,0.8881,0.2756,0.3003,0.7468,0.7519,0.0051
811,0,21.063,0.0,0.7686,0.3,0.2738,0.6094,0.6201,0.0107
811,1,29.1402,0.0,1.2404,0.0059,0.227,0.615,0.8378,0.2228
811,2,27.509,0.0,1.2172,0.3,0.065,0.9,0.9011,0.0011
811,3,40.4609,0.0,1.1936,0.0,0.0236,0.9,0.8926,0.0074
811,4,42.9564,0.0,0.823,0.0,0.0061,0.9,0.8871,0.0129
811,5,56.7122,0.0,1.3199,-0.0,-0.0098,0.9,0.9315,0.0315
811,6,64.2484,0.0,1.7869,0.0,-0.0064,0.9,0.8878,0.0122
811,7,66.9165,1.7168,1.701,0.0,0.0004,0.9,0.8862,0.0138
811,8,69.034,3.3166,1.5685,0.0,0.0017,0.9,0.8748,0.0252
811,9,75.6591,4.6904,1.77,0.0,-0.0312,0.9,0.8696,0.0304
811,10,79.4996,5.7445,1.8732,-0.165,-0.1016,0.7263,0.7645,0.0382
811,11,83.4314,6.4072,2.1523,-0.5,-0.2737,0.2,0.4543,0.2543
811,12,79.4439,6.6332,1.7737,0.0,-0.2192,0.2,0.2391,0.0391
811,13,76.6774,6.4072,2.1415,0.0,-0.0396,0.2,0.2062,0.0062
811,14,70.6158,5.7445,2.0515,0.0,0.0157,0.2,0.2219,0.0219
811,15,65.9864,4.6904,2.1899,0.0,-0.0176,0.2,0.1967,0.0033
811,16,54.3241,3.3166,1.8299,0.0,-0.0029,0.2,0.2033,0.0033
811,17,47.9603,1.7168,1.4435,-0.0,0.0031,0.2,0.2113,0.0113
811,18,39.7731,0.0,1.4928,0.0,-0.0188,0.2,0.1935,0.0065
811,19,30.9714,0.0,1.2219,0.0,0.0022,0.2,0.181,0.019
811,20,31.011,0.0,1.3083,0.0,-0.0072,0.2,0.1918,0.0082
811,21,26.7375,0.0,1.4079,0.0,-0.0012,0.2,0.1995,0.0005
811,22,25.2643,0.0,0.9383,-0.0,-0.022,0.2,0.1867,0.0133
811,23,17.0669,0.0,1.1568,0.131,0.1665,0.3244,0.3439,0.0195
812,0,30.3002,0.0,0.9279,-0.2078,-0.2051,0.2,0.2309,0.0309
812,1,20.803,0.0,0.9194,0.3,0.0413,0.485,0.2694,0.2156
812,2,29.1972,0.0,1.0847,-0.1472,0.1457,0.33,0.4,0.07
812,3,21.3832,0.0,1.2484,0.3,0.2132,0.615,0.5986,0.0164
812,4,22.0816,0.0,1.4916,0.0,0.1963,0.615,0.7755,0.1605
812,5,25.2627,0.0,1.0771,0.0,0.086,0.615,0.8597,0.2447
812,6,18.6336,0.0,1.1341,0.3,0.0297,0.9,0.9044,0.0044
812,7,29.6686,1.0189,1.8739,0.0,0.0028,0.9,0.9138,0.0138
812,8,30.7685,1.9684,1.7586,0.0,-0.0039,0.9,0.9196,0.0196
812,9,42.7163,2.7837,1.87,0.0,-0.0184,0.9,0.8988,0.0012
812,10,57.2313,3.4093,2.0082,0.0,-0.0091,0.9,0.8941,0.0059
812,11,62.0771,3.8026,1.9549,0.0,0.0047,0.9,0.9008,0.0008
812,12,64.7549,3.9367,2.2963,0.0,0.0049,0.9,0.9051,0.0051
812,13,73.0928,3.8026,2.0567,0.0,0.0169,0.9,0.9195,0.0195
812,14,76.6157,3.4093,1.8659,0.0,-0.106,0.9,0.8149,0.0851
812,15,80.7913,2.7837,1.7998,-0.5,-0.2652,0.3737,0.5342,0.1605
812,16,77.3827,1.9684,1.7285,0.0,-0.2328,0.3737,0.2899,0.0838
812,17,77.6939,1.0189,1.5128,-0.165,-0.0745,0.2,0.2032,0.0032
812,18,75.1684,0.0,1.7534,0.0,-0.0063,0.2,0.1986,0.0014
812,19,70.9718,0.0,1.3892,0.0,0.0017,0.2,0.2006,0.0006
812,20,63.5386,0.0,1.0744,-0.0,0.0022,0.2,0.2104,0.0104
812,21,48.6378,0.0,1.2072,0.0,0.0086,0.2,0.2095,0.0095
812,22,42.326,0.0,1.2828,0.0,0.0635,0.2,0.2601,0.0601
812,23,42.217,0.0,1.1762,0.2302,0.1991,0.4187,0.4484,0.0297
813,0,30.0448,0.0,1.1329,-0.3325,-0.1593,0.2,0.3569,0.1569
813,1,14.692,0.0,1.1845,0.3,0.0447,0.485,0.4636,0.0214
813,2,21.4901,0.0,1.2495,0.1368,0.0356,0.615,0.4221,0.1929
813,3,18.5935,0.0,1.2853,0.3,0.1509,0.9,0.554,0.346
813,4,28.9687,0.0,1.1996,0.0,0.2231,0.9,0.7477,0.1523
813,5,24.133,0.0,1.4395,0.0,0.0919,0.9,0.825,0.075
813,6,31.2791,0.0,1.8017,0.0,0.0481,0.9,0.9161,0.0161
813,7,44.1049,1.3147,1.8189,0.0,-0.0064,0.9,0.916,0.016
813,8,52.5606,2.5398,1.65,0.0,-0.0053,0.9,0.9259,0.0259
813,9,62.601,3.5918,2.0134,0.0,-0.0464,0.9,0.8949,0.0051
813,10,66.3503,4.3991,2.1365,0.0,0.003,0.9,0.8958,0.0042
813,11,72.1672,4.9065,1.851,0.0,-0.006,0.9,0.882,0.018
813,12,79.8609,5.0796,1.9968,-0.5,-0.1431,0.3737,0.7608,0.3871
813,13,73.3283,4.9065,1.9401,0.0,-0.3397,0.3737,0.3716,0.0021
813,14,76.475,4.3991,2.0717,-0.165,-0.0822,0.2,0.315,0.115
813,15,73.9852,3.5918,1.7921,0.0,0.1191,0.2,0.3994,0.1994
813,16,65.5432,2.5398,1.6556,0.0,-0.0668,0.2,0.3215,0.1215
813,17,75.0167,1.3147,1.7931,0.0,-0.1049,0.2,0.2133,0.0133
813,18,71.2537,0.0,1.3192,0.0,0.0073,0.2,0.201,0.001
